Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Edge Influence on Diversity of Orchids in Andean Cloud Forests,"Parra Sanchez, Edicson; Armenteras, Dolors; Retana, Javier",,,,FORESTS,MAR 2016,2016,7,3,,,,,,,10.3390/f7030063,,,17,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,4,1
Towards Automated Characterization of Canopy Layering in Mixed Temperate Forests Using Airborne Laser Scanning,"Leiterer, Reik; Torabzadeh, Hossein; Furrer, Reinhard; Schaepman, Michael E.; Morsdorf, Felix",,,,FORESTS,NOV 2015,2015,6,11,,,,4146,4167,,10.3390/f6114146,,,17,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,4,5,0
Impact of the Invasive Shrub Lonicera maackii on Shrub-Dwelling Araneae in a Deciduous Forest in Eastern North America,"Loomis, Jessica D.; Cameron, Guy N.; Uetz, George W.",,,,AMERICAN MIDLAND NATURALIST,FEB 2014,2014,171,2,,,,204,218,,10.1674/0003-0031-171.2.204,,,17,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,1,3,2,0
Effect of habitat gradients on space use by white-footed mice (<i>Peromyscus leucopus</i>),"Klein, Gregory P.; Cameron, Guy N.",,,,JOURNAL OF MAMMALOGY,JUN 2012,2012,93,3,,,,706,715,,10.1644/11-MAMM-A-258.1,,,17,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,2,1,1,4,1,0
A stochastic model of tree architecture and biomass partitioning: application to Mongolian Scots pines,"Wang, Feng; Kang, Mengzhen; Lu, Qi; Letort, Veronique; Han, Hui; Guo, Yan; de Reffye, Philippe; Li, Baoguo",,,,ANNALS OF BOTANY,APR 2011,2011,107,5,,,SI,781,792,,10.1093/aob/mcq218,,,17,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,2,0,1,1,1,1,1,0,1
Population genetic structure of wild daffodils (Narcissus pseudonarcissus L.) at different spatial scales,"Colling, Guy; Hemmer, Pascal; Bonniot, Aurore; Hermant, Sylvie; Matthies, Diethart",,,,PLANT SYSTEMATICS AND EVOLUTION,JUL 2010,2010,287,3-4,,,,99,111,,10.1007/s00606-010-0298-x,,,17,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,2,4,0,0,2,0,2,0,0
"Large-diameter trees, snags, and deadwood in southern Utah, USA","Lutz, James A.; Struckman, Soren; Furniss, Tucker J.; Birch, Joseph D.; Yocom, Larissa L.; McAvoy, Darren J.",,,,ECOLOGICAL PROCESSES,JAN 11 2021,2021,10,1,,,,,,9,10.1186/s13717-020-00275-0,,,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0
Potential of UAV photogrammetry for characterization of forest canopy structure in uneven-aged mixed conifer-broadleaf forests,"Jayathunga, Sadeepa; Owari, Toshiaki; Tsuyuki, Satoshi; Hirata, Yasumasa",,,,INTERNATIONAL JOURNAL OF REMOTE SENSING,JAN 2 2020,2020,41,1,,,,53,73,,10.1080/01431161.2019.1648900,,,16,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0
Significant effect of topographic normalization of airborne LiDAR data on the retrieval of plant area index profile in mountainous forests,"Liu, Jing; Skidmore, Andrew K.; Heurich, Marco; Wang, Tiejun",,,,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,OCT 2017,2017,132,,,,,77,87,,10.1016/j.isprsjprs.2017.08.005,,,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,2,1,1
Detection of diversity and stand parameters in Mediterranean forests using leaf-off discrete return LiDAR data,"Teobaldelli, Maurizio; Cona, Francesco; Saulino, Luigi; Migliozzi, Antonello; D'Urso, Guido; Langella, Giuliano; Manna, Piero; Saracino, Antonio",,,,REMOTE SENSING OF ENVIRONMENT,APR 2017,2017,192,,,,,126,138,,10.1016/j.rse.2017.02.008,,,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,4,3,1
Quantifying livestock effects on bunchgrass vegetation with Landsat ETM plus data across a single growing season,"Jansen, Vincent S.; Kolden, Crystal A.; Taylor, Robert V.; Newingham, Beth A.",,,,INTERNATIONAL JOURNAL OF REMOTE SENSING,2016,2016,37,1,,,,150,175,,10.1080/01431161.2015.1117681,,,16,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,3
Landscape-scale changes in forest canopy structure across a partially logged tropical peat swamp,"Wedeux, B. M. M.; Coomes, D. A.",,,,BIOGEOSCIENCES,2015,2015,12,22,,,,6707,6719,,10.5194/bg-12-6707-2015,,,16,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,4,5,0,0
Disentangling the effects of topography and space on the distributions of dominant species in a subtropical forest,"Wang, Qinggang; Xu, Yaozhan; Lu, Zhijun; Bao, Dachuan; Guo, Yili; Lu, Junmeng; Zhang, Kuihan; Liu, Haibo; Meng, Hongjie; Qiao, Xiujuan; Huang, Handong; Jiang, Mingxi",,,,CHINESE SCIENCE BULLETIN,DEC 2014,2014,59,35,,,,5113,5122,,10.1007/s11434-014-0453-9,,,16,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,1,2,1,0
Nest-site selection in the Canada Warbler (<i>Wilsonia canadensis</i>) in central New Hampshire,"Goodnow, M. L.; Reitsma, L. R.",,,,CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,DEC 2011,2011,89,12,,,,1172,1177,,10.1139/Z11-094,,,16,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,2,2,1
"Nest-site selection by Roseate Terns breeding on Aride Island, Seychelles","Ramos, JA",,,,COLONIAL WATERBIRDS,1998,1998,21,3,,,,438,443,,10.2307/1521658,,,16,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0
HYDROCARBON HABITAT AND POTENTIAL OF SWISS AND GERMAN MOLASSE BASIN - A COMPARISON,"BRINK, HJ; BURRI, P; LUNDE, A; WINHARD, H",,,,ECLOGAE GEOLOGICAE HELVETIAE,1992,1992,85,3,,,,715,732,,,"SYMP ON THE GEODYNAMICS, RESOURCES AND HAZARDS OF THE SWISS MOLASSE BASIN","NOV 22-23, 1991",16,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,3,1,0,0
Performance of GEDI Space-Borne LiDAR for Quantifying Structural Variation in the Temperate Forests of South-Eastern Australia,"Dhargay, Sonam; Lyell, Christopher S.; Brown, Tegan P.; Inbar, Assaf; Sheridan, Gary J.; Lane, Patrick N. J.",,,,REMOTE SENSING,AUG 2022,2022,14,15,,,,,,3615,10.3390/rs14153615,,,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2
Activity of forest specialist bats decreases towards wind turbines at forest sites,"Ellerbrok, Julia S.; Delius, Anna; Peter, Franziska; Farwig, Nina; Voigt, Christian C.",,,,JOURNAL OF APPLIED ECOLOGY,OCT 2022,2022,59,10,,,,2497,2506,,10.1111/1365-2664.14249,,,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3
Large-scale field phenotyping using backpack LiDAR and CropQuant-3D to measure structural variation in wheat,"Zhu, Yulei; Sun, Gang; Ding, Guohui; Zhou, Jie; Wen, Mingxing; Jin, Shichao; Zhao, Qiang; Colmer, Joshua; Ding, Yanfeng; Ober, Eric S.; Zhou, Ji",,,,PLANT PHYSIOLOGY,OCT 2021,2021,187,2,,,,716,738,,10.1093/plphys/kiab324,,,15,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3
Diverse temperate forest bird assemblages demonstrate closer correspondence to plant species composition than vegetation structure,"Adams, Bryce T.; Matthews, Stephen N.",,,,ECOGRAPHY,OCT 2019,2019,42,10,,,,1752,1764,,10.1111/ecog.04487,,,15,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,1,0
Prioritizing landscapes for restoration based on spatial patterns of ecosystem controls and plant-plant interactions,"Barbosa, Jomar M.; Asner, Gregory P.",,,,JOURNAL OF APPLIED ECOLOGY,OCT 2017,2017,54,5,,,,1459,1468,,10.1111/1365-2664.12857,,,15,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,3,3,0,0
Integrating LIDAR-derived canopy structure into cerulean warbler habitat models,"Barnes, Kevin W.; Islam, Kamal; Auer, Sasha A.",,,,JOURNAL OF WILDLIFE MANAGEMENT,JAN 2016,2016,80,1,,,,101,116,,10.1002/jwmg.995,,,15,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,4,2,0
Introducing Close-Range Photogrammetry for Characterizing Forest Understory Plant Diversity and Surface Fuel Structure at Fine Scales,"Bright, Benjamin C.; Loudermilk, E. Louise; Pokswinski, Scott M.; Hudak, Andrew T.; O'Brien, Joseph J.",,,,CANADIAN JOURNAL OF REMOTE SENSING,2016,2016,42,5,,,SI,460,472,,10.1080/07038992.2016.1229598,,,15,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,2,0,4,0
Vegetation and environmental changes in a Scots pine forest invaded by <i>Prunus</i> <i>serotina</i>: What is the threat to terricolous bryophytes?,"Halarewicz, Aleksandra; Pruchniewicz, Daniel",,,,EUROPEAN JOURNAL OF FOREST RESEARCH,SEP 2015,2015,134,5,,,,793,801,,10.1007/s10342-015-0890-2,,,15,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,2,1,2,0
Functional Morphology of the Hallucal Metatarsal With Implications for Inferring Grasping Ability in Extinct Primates,"Goodenberger, Katherine E.; Boyer, Doug M.; Orr, Caley M.; Jacobs, Rachel L.; Femiani, John C.; Patel, Biren A.",,,,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,MAR 2015,2015,156,3,,,,327,348,,10.1002/ajpa.22652,,,15,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,1,0,1,1,0
"Ecological traits of phyllostomid bats associated with sensitivity to tropical forest fragmentation in Los Chimalapas, Mexico.","Luis Garcia-Garcia, Jose; Santos-Moreno, Antonio; Kraker-Castaneda, Cristian",,,,TROPICAL CONSERVATION SCIENCE,2014,2014,7,3,,,,457,474,,10.1177/194008291400700307,,,15,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,4,2,1,0,0
"History and present scope of field studies on <i>Macaca fuscata yakui</i> at Yakushima Island, Japan","Yamagiwa, Juichi",,,,INTERNATIONAL JOURNAL OF PRIMATOLOGY,FEB 2008,2008,29,1,,,,49,64,,10.1007/s10764-008-9235-z,21st Congress of the International-Primatological-Society,"JUN 25-30, 2006",15,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,0,0,0,2,1,2,1,0,0,0
Daytime roosting and habitat preference of capercaillie <i>Tetrao urogallus</i> males in spring -: the importance of forest structure in relation to anti-predator behaviour,"Finne, MH; Wegge, P; Eliassen, S; Odden, M",,,,WILDLIFE BIOLOGY,DEC 2000,2000,6,4,,,,241,249,,10.2981/wlb.2000.022,8th International Grouse Symposium,"SEP 13-17, 1999",15,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,2,1,0,3,1,0,1,0,0,0,0,0
"Vegetation structure and temporality influence the dominance, diversity, and composition of forest acoustic communities","Hao, Zezhou; Wang, Cheng; Sun, Zhenkai; Zhao, Dexian; Sun, Baoqiang; Wang, Haijun; van den Bosch, Cecil Konijnendijk",,,,FOREST ECOLOGY AND MANAGEMENT,FEB 15 2021,2021,482,,,,,,,118871,10.1016/j.foreco.2020.118871,,,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2
"Recovery of floristic diversity, composition and structure of regrowth forests on fallow lands: implications for conservation and restoration of degraded forest lands in Laos","Yirdaw, Eshetu; Monge Monge, Adrian; Austin, Denis; Toure, Ibrahim",,,,NEW FORESTS,NOV 2019,2019,50,6,,,,1007,1026,,10.1007/s11056-019-09711-2,,,14,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,2,0
Functional structure and composition of Collembola and soil macrofauna communities depend on abiotic parameters in derelict soils,"Vincent, Quentin; Leyval, Corinne; Beguiristain, Thierry; Auclerc, Apolline",,,,APPLIED SOIL ECOLOGY,SEP 2018,2018,130,,,,,259,270,,10.1016/j.apsoil.2018.07.002,,,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,2,0
Frequent coppicing deteriorates the conservation status of black alder forests in the Po plain (northern Italy),"Vacchiano, Giorgio; Meloni, Fabio; Ferrarato, Massimiliano; Freppaz, Michele; Chiaretta, Giovanni; Motta, Renzo; Lonati, Michele",,,,FOREST ECOLOGY AND MANAGEMENT,DEC 15 2016,2016,382,,,,,31,38,,10.1016/j.foreco.2016.10.009,,,14,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,2,2,0
